학교,2-3 집에서 학교로 갈 때 어떻게 가는지 선택해주세요,2-4 집에서 학교로 갈 때 교통사고나 안전사고 위험은 어느 정도라고 생각하나요,2-5-1 집에서 학교로 가는 길에 위험요소,2-6-1 집에서 학교로 가는 길에 다음과 같은 위험지역 위험요소,2-7-1 집에서 학교로 가는 길에 다음과 같은 위험지역 위험요소,3-3 학교에서 집으로 돌아갈 때 몇 시쯤 이 길을 다니는지 선택해주세요,3-4-1 학교에서 집으로 돌아갈 때 이 길을 주로 어떻게 다니는지 선택해주세요,3-5 표시한 길에서 교통사고와 안전사고 위험은 어느 정도라고 생각하나요,3-6-1 학교에서 집으로 가는 길에 다음과 같은 위험지역 위험요소,3-7-1 학교에서 집으로 가는 길에 다음과 같은 위험지역 위험요소,3-8-1 학교에서 집으로 가는 길에 다음과 같은 위험지역 위험요소,4-1-2 놀이를 위해서 주로 다니는 곳(놀이터나 친구집 등) 몇 시쯤 이 길을 다니는지 선택해주세요,4-1-3 놀이를 위해서 주로 다니는 곳(놀이터나 친구집 등) 이 길을 주로 지나는 요일을 선택해주세요,4-2-2  놀이를 위해서 주로 다니는 곳(놀이터나 친구집 등) 몇 시쯤 이 길을 다니는지 선택해주세요,4-2-3  놀이를 위해서 주로 다니는 곳(놀이터나 친구집 등) 이 길을 주로 지나는 요일을 선택해주세요,6-2 교통사고와 안전사고를 막기 위해 필요하다고 생각하는 시설물이 있다면 추가로 적어주세요,7-1 차가 다닐 수 있는 골목길에서 숨바꼭질 등의 놀이를 했다,7-2 차가 다니는 도로 옆에서 친구들과 놀이를 했다,7-3 주차된 차 근처에서 놀이를 했다,7-4 찻길 건너편에서 친구가 불렀을 때 바로 친구에게 건너갔다,7-5 늦어서 횡단보도를 뛰어서 건넜다,7-6 초록불로 바뀌자마자 바로 건넜다,7-7 근처 횡단보도에서 초록 신호등이 깜빡일 때 횡단보도로 뛰어가서 건넜다,7-8 타는 버스를 놓칠까봐 찻길을 바로 건넜다,7-9 버스에서 내릴 때 급하게 내렸다,7-10 급하게 버스에서 내려 길 반대편으로 바로 건넜다,7-11 자전거 도로가 아닌 곳에서 자전거를 탔다,7-12 헬멧을 벗고 자전거를 탔다,7-13 자전거를 탄 채로 횡단보도를 건넜다,7-14 내가 타는 자전거에는 빛을 내는 전구 조명등이 있다,7-15 내가 타는 자전거에는 경적이 있다,5-1-1 일어날 뻔했거나 목격한 어린이 교통사고 또는 안전사고 유형,5-1-2 일어날 뻔했거나 목격한 어린이 교통사고 또는 안전사고 유형 기타,5-3 표시한 곳의 상황이 주로 발생하는 요일을 선택해주세요,5-4 표시한 곳의 상황이 주로 발생하는 시간을 선택해주세요
도남초등학교,걸어서,보통,차가 다니는 길가로만 다닐 수 있음,길가에 차들이 많이 세워져 있어 앞을 가림,차가 다니는 길가로만 다닐 수 있음,오후3시~3시59분,걸어서,보통,차가 다니는 길가로만 다닐 수 있음,길가에 차들이 많이 세워져 있어 앞을 가림,무응답,오후6시~6시59분,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,없다,있다,찻길을 걷던 중 교통사고,무응답,토요일,아침9시~11시59분
도남초등학교,걸어서,안전한 편,차가 다니는 길가로만 다닐 수 있음,차가 다니는 길가로만 다닐 수 있음,차가 다니는 길가로만 다닐 수 있음,오후4시~4시59분,걸어서,안전한 편,차가 다니는 길가로만 다닐 수 있음,차가 다니는 길가로만 다닐 수 있음,무응답,오후1시~1시59분,토요일,오후2시~2시59분,토요일,무응답,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,자주 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,가끔 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,보통,횡단보도 초록불 신호가 너무 짧음,무응답,무응답,오후4시~4시59분,학원버스,보통,무응답,무응답,무응답,오후2시~2시59분,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,그런 적이 없다,있다,있다,무단횡단 중 교통사고,무응답,월요일~금요일,오후3시~저녁5시59분
도남초등학교,부모님 자동차,안전한 편,횡단보도가 적어서 많이 돌아가야 함,무응답,무응답,오후6시~6시59분,걸어서,안전한 편,무응답,무응답,무응답,오후1시~1시59분,토요일,오후3시~3시59분,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,가끔 그랬다,가끔 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후2시~2시59분,걸어서,매우 안전,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후3시~3시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후3시~3시59분,학원버스,안전한 편,무응답,무응답,무응답,오후3시~3시59분,잘 모르겠음,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후3시~3시59분,학원버스,매우 안전,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,보통,무응답,무응답,무응답,오후3시~3시59분,걸어서,보통,무응답,무응답,무응답,오후3시~3시59분,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,매우 안전,무응답,무응답,무응답,오후8시 이후,학원버스,안전한 편,무응답,무응답,무응답,오후7시~7시59분,토요일,오후7시~7시59분,토요일,무응답,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,자주 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,안전한 편,무응답,무응답,무응답,오후6시~6시59분,부모님 자동차,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후4시~4시59분,걸어서,매우 안전,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,자주 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,가끔 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,매우 안전,무응답,무응답,무응답,오후3시~3시59분,걸어서,매우 안전,신호등이 없음,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후2시~2시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,가끔 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후2시~2시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후5시~5시59분,걸어서,매우 안전,신호등이 없음,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,무응답,월요일~금요일,12시~오후2시59분
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후2시~2시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후3시~3시59분,걸어서,매우 안전,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,없다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,버스,안전한 편,무응답,무응답,무응답,오후3시~3시59분,버스,잘 모르겠음,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,자주 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후5시~5시59분,걸어서,매우 안전,무응답,무응답,무응답,오후3시~3시59분,토요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,자주 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,자전거,잘 모르겠음,무응답,무응답,무응답,오후6시~6시59분,자전거,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,가끔 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,안전한 편,무응답,무응답,무응답,오후4시~4시59분,택시,안전한 편,길가에 차들이 많이 세워져 있어 앞을 가림,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후5시~5시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,보통,무응답,무응답,무응답,오후8시 이후,걸어서,보통,무응답,무응답,무응답,오후1시~1시59분,토요일,오후1시~1시59분,토요일,무응답,그런 적이 없다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,부모님 자동차,안전한 편,무응답,무응답,무응답,오후6시~6시59분,부모님 자동차,안전한 편,무응답,무응답,무응답,오후5시~5시59분,월요일~금요일,오후5시~5시59분,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후3시~3시59분,걸어서,안전한 편,무응답,무응답,무응답,12시~12시59분,일요일,12시 이전,월요일~금요일,무응답,가끔 그랬다,그런 적이 없다,가끔 그랬다,가끔 그랬다,가끔 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,가끔 그랬다,없다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후2시~2시59분,걸어서,안전한 편,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,가끔 그랬다,자주 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,안전한 편,무응답,무응답,무응답,오후6시~6시59분,걸어서,안전한 편,무응답,무응답,무응답,12시~12시59분,잘 모르겠음,12시 이전,월요일~금요일,무응답,가끔 그랬다,가끔 그랬다,가끔 그랬다,가끔 그랬다,자주 그랬다,자주 그랬다,가끔 그랬다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,그런 적이 없다,없다,없다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
도남초등학교,걸어서,매우 안전,무응답,무응답,무응답,오후3시~3시59분,걸어서,매우 안전,무응답,무응답,무응답,12시 이전,월요일~금요일,12시 이전,월요일~금요일,무응답,그런 적이 없다,그런 적이 없다,그런 적이 없다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,자주 그랬다,그런 적이 없다,그런 적이 없다,자주 그랬다,그런 적이 없다,있다,있다,인도를 걷던 중 교통사고,해당없음,월요일~금요일,무응답
